Year,Weight grams,Length mm,Nesting area,days_alive,Initial_Mass g,interval_days,Initial_length mm,NDVI,Mean_Temp C,Rain cm
2015,149.2,93.0,El Chato 2,227.0,140.8,23.0,93.0,5799.017857,22.73,2.465
2015,170.2,93.0,El Chato 2,241.0,149.2,14.0,93.0,5799.017857,22.73,2.465
2015,165.6,93.0,El Chato 2,256.0,170.2,15.0,93.0,5321.997768,23.53,2.295
2015,158.4,93.0,El Chato 2,269.0,165.6,13.0,93.0,5321.997768,23.53,2.295
2015,161.2,94.0,El Chato 2,291.0,158.4,22.0,93.0,5139.256696,24.2,29.75
2015,173.0,94.0,El Chato 2,303.0,161.2,12.0,94.0,5139.256696,24.2,29.75
2016,167.8,98.0,El Chato 2,354.0,173.0,51.0,94.0,6440.684152,25.4762,9.86
2016,188.6,99.0,El Chato 2,381.0,167.8,27.0,98.0,7621.75,27.0524,15.81
2016,218.0,102.0,El Chato 2,429.0,188.6,48.0,99.0,7862.517857,27.8532,0.51
2016,173.6,102.0,El Chato 2,471.0,218.0,42.0,102.0,8555.354911,26.1862,0.255
2016,164.5,102.0,El Chato 2,485.0,173.6,14.0,102.0,8555.354911,26.1862,0.255
2016,194.6,102.0,El Chato 2,519.0,164.5,34.0,102.0,8287.866071,23.8626,0.765
2016,183.7,102.0,El Chato 2,536.0,194.6,17.0,102.0,7992.175223,22.3052,0.68
2016,183.8,102.0,El Chato 2,555.0,183.7,19.0,102.0,7311.632254,22.3052,1.615
2016,184.6,102.0,El Chato 2,575.0,183.8,20.0,102.0,7311.632254,22.3052,1.615
2016,209.6,102.0,El Chato 2,598.0,184.6,23.0,102.0,6651.130266,21.9228,0.85
2016,208.6,102.0,El Chato 2,611.0,209.6,13.0,102.0,6651.130266,21.9228,0.85
2016,185.1,102.0,El Chato 2,624.0,208.6,13.0,102.0,6492.170619,21.9438,0.425
2016,167.6,102.0,El Chato 2,638.0,185.1,14.0,102.0,6492.170619,21.9438,0.425
2016,153.6,102.0,El Chato 2,653.0,167.6,15.0,102.0,6794.94873,21.54,0.731
2016,186.6,102.0,El Chato 2,666.0,153.6,13.0,102.0,6794.94873,21.54,0.731
2016,197.6,102.0,El Chato 2,694.0,186.6,28.0,102.0,7755.049386,21.9728,1.547
2015,151.6,89.4,El Chato 2,87.0,110.2,56.0,81.81,8291.982143,26.35,26.775
2015,151.6,91.8,El Chato 2,100.0,151.6,13.0,89.4,8291.982143,26.35,26.775
2015,172.6,94.96,El Chato 2,116.0,151.6,16.0,91.8,8111.767857,25.44,23.885
2015,191.6,97.18,El Chato 2,128.0,172.6,12.0,94.96,8111.767857,25.44,23.885
2015,202.6,100.32,El Chato 2,144.0,191.6,16.0,97.18,7513.200893,25.38,4.165
2015,209.6,103.0,El Chato 2,156.0,202.6,12.0,100.32,7513.200893,25.38,4.165
2015,219.6,103.6,El Chato 2,183.0,209.6,27.0,103.0,6966.941964,24.39,2.125
2015,230.8,104.25,El Chato 2,211.0,219.6,28.0,103.6,6681.571429,22.64,0.85
2015,220.1,106.57,El Chato 2,233.0,230.8,22.0,104.25,5799.017857,22.73,2.465
2015,226.4,107.0,El Chato 2,247.0,220.1,14.0,106.57,5799.017857,22.73,2.465
2015,236.7,108.0,El Chato 2,262.0,226.4,15.0,107.0,5321.997768,23.53,2.295
2015,243.6,108.0,El Chato 2,275.0,236.7,13.0,108.0,5321.997768,23.53,2.295
2015,266.2,109.0,El Chato 2,297.0,243.6,22.0,108.0,5139.256696,24.2,29.75
2015,278.9,112.0,El Chato 2,309.0,266.2,12.0,109.0,5139.256696,24.2,29.75
2016,328.0,122.0,El Chato 2,360.0,278.9,51.0,112.0,6440.684152,25.4762,9.86
2016,407.0,127.0,El Chato 2,387.0,328.0,27.0,122.0,7621.75,27.0524,15.81
2016,472.3,134.0,El Chato 2,435.0,407.0,48.0,127.0,7862.517857,27.8532,0.51
2016,483.1,134.0,El Chato 2,477.0,472.3,42.0,134.0,8555.354911,26.1862,0.255
2016,485.7,134.0,El Chato 2,491.0,483.1,14.0,134.0,8555.354911,26.1862,0.255
2016,461.4,135.0,El Chato 2,525.0,485.7,34.0,134.0,8287.866071,23.8626,0.765
2016,424.9,135.0,El Chato 2,542.0,461.4,17.0,135.0,7992.175223,22.3052,0.68
2016,410.7,135.0,El Chato 2,561.0,424.9,19.0,135.0,7311.632254,22.3052,1.615
2016,462.0,135.0,El Chato 2,581.0,410.7,20.0,135.0,7311.632254,22.3052,1.615
2016,483.2,135.0,El Chato 2,604.0,462.0,23.0,135.0,6651.130266,21.9228,0.85
2016,517.4,136.0,El Chato 2,617.0,483.2,13.0,135.0,6651.130266,21.9228,0.85
2016,498.3,136.0,El Chato 2,630.0,517.4,13.0,136.0,6492.170619,21.9438,0.425
2016,472.0,137.0,El Chato 2,644.0,498.3,14.0,136.0,6492.170619,21.9438,0.425
2016,461.0,137.0,El Chato 2,659.0,472.0,15.0,137.0,6794.94873,21.54,0.731
2016,507.0,137.0,El Chato 2,672.0,461.0,13.0,137.0,6794.94873,21.54,0.731
2016,469.0,138.0,El Chato 2,700.0,507.0,28.0,137.0,7755.049386,21.9728,1.547
2017,538.5,138.0,El Chato 2,723.0,469.0,23.0,138.0,5342.927316,25.2,3.742635
2017,566.0,138.0,El Chato 2,742.0,538.5,19.0,138.0,5342.927316,25.2,3.742635
2017,622.0,138.0,El Chato 2,763.0,566.0,21.0,138.0,6653.929967,24.95,7.797475
2017,681.4,150.0,El Chato 2,778.0,622.0,15.0,138.0,8209.857143,26.6852,13.8312
2017,678.7,152.0,El Chato 2,792.0,681.4,14.0,150.0,8209.857143,26.6852,13.8312
2017,727.5,158.0,El Chato 2,813.0,678.7,21.0,152.0,7689.276786,26.6832,3.907535
2017,795.8,164.0,El Chato 2,847.0,727.5,34.0,158.0,6755.6875,25.6598,2.6435
2017,923.6,165.0,El Chato 2,862.0,795.8,15.0,164.0,6755.6875,25.6598,2.6435
2017,843.1,166.0,El Chato 2,889.0,923.6,27.0,165.0,5921.4375,24.08,1.4705
2017,818.0,168.0,El Chato 2,927.0,843.1,38.0,166.0,5048.429583,21.384,3.227195
2017,961.5,168.0,El Chato 2,946.0,818.0,19.0,168.0,5048.429583,21.384,3.227195
2017,932.0,169.0,El Chato 2,966.0,961.5,20.0,168.0,5397.760917,21.0506,1.666
2017,918.0,170.0,El Chato 2,980.0,932.0,14.0,169.0,5397.760917,21.0506,1.666
2017,926.0,171.0,El Chato 2,996.0,918.0,16.0,170.0,5840.598772,21.5574,0.9095
2017,960.0,171.0,El Chato 2,1023.0,926.0,27.0,171.0,6560.829799,21.8854,2.0145
2017,1047.0,172.0,El Chato 2,1039.0,960.0,16.0,171.0,6560.829799,21.8854,2.0145
2018,900.0,176.0,El Chato 2,1087.0,975.0,12.0,176.0,5950.932478,25.82638889,1.090909091
2018,914.0,176.0,El Chato 2,1107.0,900.0,20.0,176.0,5950.932478,25.82638889,1.090909091
2018,1212.0,187.0,El Chato 2,1228.0,1272.0,17.0,187.0,7152.964286,25.12299465,2.545454545
2018,1410.0,195.0,El Chato 2,1248.0,1212.0,20.0,187.0,6999.125,23.25416667,0.75
2018,1289.0,196.0,El Chato 2,1263.0,1410.0,15.0,195.0,6330.375,23.01209677,1.3
2018,1414.0,196.0,El Chato 2,1292.0,1289.0,29.0,196.0,5742.324079,21.82795699,5.294117647
2018,1575.0,199.0,El Chato 2,1330.0,1414.0,38.0,196.0,5269.600446,22.06319444,1.043478261
2018,1648.0,200.0,El Chato 2,1360.0,1575.0,30.0,199.0,5214.430246,23.10833333,0.214285714
2018,1632.0,200.6117647,El Chato 2,1390.0,1648.0,30.0,200.0,4944.286272,23.10294118,2.590909091
2018,1605.0,203.0,El Chato 2,1423.0,1632.0,33.0,200.612,4897.866071,24.36424731,11.5
2019,2126.0,227.6784314,El Chato 2,1540.0,2146.0,28.0,222.106,7602.703125,26.67152778,9.833333333
2019,2631.0,234.8431373,El Chato 2,1576.0,2126.0,36.0,227.678,7694.51875,26.37339056,0.947368421
2019,2607.0,234.8431373,El Chato 2,1604.0,2631.0,28.0,234.843,7878.785156,24.75347222,0.321428571
2019,2419.0,234.8431373,El Chato 2,1632.0,2607.0,28.0,234.843,8141.865625,22.34274194,1.5
2019,2630.0,238.027451,El Chato 2,1673.0,2419.0,41.0,234.843,8195.229688,21.55981183,3.923076923
2019,2716.0,240.4156863,El Chato 2,1695.0,2630.0,22.0,238.027,7229.021875,21.33680556,1.166666667
2019,2656.0,246.7843137,El Chato 2,1723.0,2716.0,28.0,240.416,6810.3,21.72580645,6.964285714
2019,2932.0,248.3764706,El Chato 2,1759.0,2656.0,36.0,246.784,6534.45,22.80138889,0.0
2019,2673.0,248.3764706,El Chato 2,1786.0,2932.0,27.0,248.376,5633.598438,24.06384409,5.739130435
2020,3172.0,252.0,El Chato 2,1816.0,2673.0,30.0,248.376,6151.146875,25.25873656,9.352941176
2020,3238.0,258.7254902,El Chato 2,1849.0,3172.0,33.0,252.0,8167.35,27.01795977,11.0
2020,3482.0,260.0,El Chato 2,1878.0,3238.0,29.0,258.725,8630.2,28.00970874,3.696428571
2020,3282.0,262.7058824,El Chato 2,2005.0,3682.0,22.0,262.706,7576.455609,21.91196237,0.444444444
2020,3382.0,262.7058824,El Chato 2,2037.0,3282.0,32.0,262.706,6600.525797,20.85551075,0.6
2020,3582.0,264.2980392,El Chato 2,2067.0,3382.0,30.0,262.706,6240.468884,20.93819444,1.7
2020,3832.0,265.0941176,El Chato 2,2100.0,3582.0,33.0,264.298,5792.942188,21.7130898,0.9
2020,4152.0,265.0941176,El Chato 2,2125.0,3832.0,25.0,265.094,5329.952734,22.53472222,0.9
2020,3732.0,266.6862745,El Chato 2,2150.0,4152.0,25.0,265.094,5118.832813,23.54704301,2.485714286
2021,4032.0,267.4823529,El Chato 2,2185.0,3732.0,35.0,266.686,7568.907813,25.58198925,6.0
2021,4132.0,270.6666667,El Chato 2,2212.0,4032.0,27.0,267.482,8554.260938,26.29613095,37.9
2021,4232.0,276.2392157,El Chato 2,2237.0,4132.0,25.0,270.667,8698.2,25.76008065,12.4
2021,4582.0,278.627451,El Chato 2,2268.0,4232.0,31.0,276.239,8458.8875,26.62152778,1.4
2021,4282.0,284.2,El Chato 2,2304.0,4582.0,36.0,278.627,8566.2,25.70955882,0.0
2021,5082.0,288.9764706,El Chato 2,2338.0,4282.0,34.0,284.2,7106.50498,23.88404727,0.4
2021,5272.0,289.772549,El Chato 2,2367.0,5082.0,29.0,288.976,5499.779688,22.67204301,1.024390244
2021,4872.0,290.5686275,El Chato 2,2404.0,5272.0,37.0,289.773,4736.25542,23.3,0.857142857
2021,5072.0,291.3647059,El Chato 2,2422.0,4872.0,18.0,290.569,4705.43667,22.7,1.3
2014,105.0,81.0,El Chato 2,16.0,102.8,15.0,79.0,7334.75,27.75625,11.985
2014,110.5,83.9,El Chato 2,33.0,105.0,17.0,81.0,7334.75,27.75625,11.985
2014,124.6,85.8,El Chato 2,49.0,110.5,16.0,83.9,7033.25,25.77016129,11.645
2014,134.3,89.4,El Chato 2,65.0,124.6,16.0,85.8,7033.25,25.77016129,11.645
2014,143.8,92.4,El Chato 2,92.0,134.3,27.0,89.4,5893.0,24.54166667,2.72
2014,163.5,94.8,El Chato 2,106.0,143.8,14.0,92.4,4230.0,23.60447761,1.87
2014,163.6,97.02,El Chato 2,126.0,163.5,20.0,94.8,4230.0,23.60447761,1.87
2014,162.1,97.15,El Chato 2,148.0,163.6,22.0,97.02,4748.5,23.53830645,0.595
2014,178.1,97.18,El Chato 2,176.0,162.1,28.0,97.15,3992.75,22.48125,1.445
2014,169.7,97.21,El Chato 2,199.0,178.1,23.0,97.18,4347.0,22.99395161,2.04
2014,168.1,97.3,El Chato 2,218.0,169.7,19.0,97.21,4347.0,22.99395161,2.04
2014,137.2,97.3,El Chato 2,232.0,168.1,14.0,97.3,2332.0,24.22406639,2.04
2014,172.3,97.3,El Chato 2,260.0,137.2,28.0,97.3,841.0,24.88508065,3.06
2015,172.8,97.36,El Chato 2,289.0,172.3,29.0,97.3,6399.068638,24.46511628,3.74
2015,178.1,98.12,El Chato 2,302.0,172.8,13.0,97.36,6399.068638,24.46511628,3.74
2015,232.1,107.38,El Chato 2,388.0,203.1,56.0,102.65,8291.982143,26.35,26.775
2015,228.1,109.7,El Chato 2,401.0,232.1,13.0,107.38,8291.982143,26.35,26.775
2015,256.1,111.73,El Chato 2,417.0,228.1,16.0,109.7,8111.767857,25.44,23.885
2015,285.1,112.94,El Chato 2,429.0,256.1,12.0,111.73,8111.767857,25.44,23.885
2015,286.1,115.0,El Chato 2,445.0,285.1,16.0,112.94,7513.200893,25.38,4.165
2015,301.1,116.2,El Chato 2,457.0,286.1,12.0,115.0,7513.200893,25.38,4.165
2015,312.1,118.24,El Chato 2,484.0,301.1,27.0,116.2,6966.941964,24.39,2.125
2015,329.8,119.0,El Chato 2,511.0,312.1,27.0,118.24,6681.571429,22.64,0.85
2015,349.7,119.0,El Chato 2,534.0,329.8,23.0,119.0,5799.017857,22.73,2.465
2015,470.4,119.0,El Chato 2,539.0,349.7,5.0,119.0,5799.017857,22.73,2.465
2015,355.8,119.0,El Chato 2,548.0,470.4,9.0,119.0,5799.017857,22.73,2.465
2015,336.8,119.0,El Chato 2,563.0,355.8,15.0,119.0,5321.997768,23.53,2.295
2015,325.2,119.0,El Chato 2,576.0,336.8,13.0,119.0,5321.997768,23.53,2.295
2015,349.7,120.0,El Chato 2,598.0,325.2,22.0,119.0,5139.256696,24.2,29.75
2016,390.2,126.0,El Chato 2,661.0,349.7,63.0,120.0,6440.684152,25.4762,9.86
2016,407.1,128.0,El Chato 2,688.0,390.2,27.0,126.0,7621.75,27.0524,15.81
2016,463.0,131.0,El Chato 2,736.0,407.1,48.0,128.0,7862.517857,27.8532,0.51
2016,428.6,131.0,El Chato 2,778.0,463.0,42.0,131.0,8555.354911,26.1862,0.255
2016,406.3,131.0,El Chato 2,792.0,428.6,14.0,131.0,8555.354911,26.1862,0.255
2016,477.5,132.0,El Chato 2,826.0,406.3,34.0,131.0,8287.866071,23.8626,0.765
2016,413.5,132.0,El Chato 2,843.0,477.5,17.0,132.0,7992.175223,22.3052,0.68
2016,415.4,132.0,El Chato 2,862.0,413.5,19.0,132.0,7311.632254,22.3052,1.615
2016,443.1,133.0,El Chato 2,882.0,415.4,20.0,132.0,7311.632254,22.3052,1.615
2016,491.6,133.0,El Chato 2,918.0,443.1,36.0,133.0,6651.130266,21.9228,0.85
2016,465.3,133.0,El Chato 2,931.0,491.6,13.0,133.0,6492.170619,21.9438,0.425
2016,434.1,133.0,El Chato 2,945.0,465.3,14.0,133.0,6492.170619,21.9438,0.425
2016,421.1,133.0,El Chato 2,960.0,434.1,15.0,133.0,6794.94873,21.54,0.731
2016,482.1,133.0,El Chato 2,973.0,421.1,13.0,133.0,6794.94873,21.54,0.731
2016,461.1,133.0,El Chato 2,1001.0,482.1,28.0,133.0,7755.049386,21.9728,1.547
2017,467.9,133.0,El Chato 2,1024.0,461.1,23.0,133.0,5342.927316,25.2,3.742635
2017,507.1,134.0,El Chato 2,1043.0,467.9,19.0,133.0,5342.927316,25.2,3.742635
2017,491.1,135.0,El Chato 2,1064.0,507.1,21.0,134.0,6653.929967,24.95,7.797475
2017,547.6,138.0,El Chato 2,1079.0,491.1,15.0,135.0,8209.857143,26.6852,13.8312
2017,551.5,139.0,El Chato 2,1093.0,547.6,14.0,138.0,8209.857143,26.6852,13.8312
2017,537.5,142.0,El Chato 2,1114.0,551.5,21.0,139.0,7689.276786,26.6832,3.907535
2017,609.7,144.0,El Chato 2,1148.0,537.5,34.0,142.0,6755.6875,25.6598,2.6435
2017,634.5,145.0,El Chato 2,1163.0,609.7,15.0,144.0,6755.6875,25.6598,2.6435
2017,635.2,147.0,El Chato 2,1190.0,634.5,27.0,145.0,5921.4375,24.08,1.4705
2017,655.7,149.0,El Chato 2,1228.0,635.2,38.0,147.0,5048.429583,21.384,3.227195
2017,686.2,149.0,El Chato 2,1247.0,655.7,19.0,149.0,5048.429583,21.384,3.227195
2017,671.6,150.0,El Chato 2,1267.0,686.2,20.0,149.0,5397.760917,21.0506,1.666
2017,682.7,150.0,El Chato 2,1281.0,671.6,14.0,150.0,5397.760917,21.0506,1.666
2017,698.0,152.0,El Chato 2,1297.0,682.7,16.0,150.0,5840.598772,21.5574,0.9095
2017,698.0,152.0,El Chato 2,1324.0,698.0,27.0,152.0,6560.829799,21.8854,2.0145
2017,727.0,152.0,El Chato 2,1340.0,698.0,16.0,152.0,6560.829799,21.8854,2.0145
2018,677.0,154.0,El Chato 2,1388.0,696.0,12.0,154.0,5950.932478,25.82638889,1.090909091
2018,679.0,154.0,El Chato 2,1408.0,677.0,20.0,154.0,5950.932478,25.82638889,1.090909091
2018,818.0,160.0,El Chato 2,1512.0,746.0,27.0,160.0,7152.964286,25.12299465,2.545454545
2018,807.0,160.0,El Chato 2,1529.0,818.0,17.0,160.0,7152.964286,25.12299465,2.545454545
2018,795.0,162.0,El Chato 2,1544.0,807.0,15.0,160.0,6999.125,23.25416667,0.75
2018,744.0,162.0,El Chato 2,1564.0,795.0,20.0,162.0,6330.375,23.01209677,1.3
2018,866.0,162.0,El Chato 2,1593.0,744.0,29.0,162.0,5742.324079,21.82795699,5.294117647
2018,890.0,164.0,El Chato 2,1631.0,866.0,38.0,162.0,5269.600446,22.06319444,1.043478261
2018,911.0,165.0,El Chato 2,1661.0,890.0,30.0,164.0,5214.430246,23.10833333,0.214285714
2018,939.0,167.0,El Chato 2,1691.0,911.0,30.0,165.0,4944.286272,23.10294118,2.590909091
2018,885.0,170.0,El Chato 2,1724.0,939.0,33.0,167.0,4897.866071,24.36424731,11.5
2019,985.0,175.0,El Chato 2,1752.0,885.0,28.0,170.0,8173.943359,25.25201613,21.0
2019,985.0,175.0,El Chato 2,1752.0,985.0,28.0,175.0,8173.943359,25.25201613,24.81818182
2019,1165.0,181.0,El Chato 2,1786.0,985.0,34.0,175.0,7582.127148,26.61755952,12.10714286
2019,1131.0,182.0,El Chato 2,1813.0,1165.0,27.0,181.0,7583.988672,27.74865591,0.45
2019,1262.0,189.0,El Chato 2,1841.0,1131.0,28.0,182.0,7602.703125,26.67152778,9.833333333
2019,1462.0,192.0,El Chato 2,1877.0,1262.0,36.0,189.0,7694.51875,26.37339056,0.947368421
2019,1315.0,193.0,El Chato 2,1905.0,1462.0,28.0,192.0,7878.785156,24.75347222,0.321428571
2019,1457.0,193.0,El Chato 2,1933.0,1315.0,28.0,193.0,8141.865625,22.34274194,1.5
2019,1494.0,193.0,El Chato 2,1974.0,1457.0,41.0,193.0,8195.229688,21.55981183,3.923076923
2019,1467.0,193.0,El Chato 2,1995.0,1494.0,21.0,193.0,7229.021875,21.33680556,1.166666667
2019,1408.0,196.2711864,El Chato 2,2024.0,1467.0,29.0,193.0,6810.3,21.72580645,6.964285714
2019,1559.0,196.2711864,El Chato 2,2060.0,1408.0,36.0,196.271,6534.45,22.80138889,0.0
2019,1720.0,197.9067797,El Chato 2,2087.0,1559.0,27.0,196.271,5633.598438,24.06384409,5.739130435
2020,1688.0,197.9067797,El Chato 2,2117.0,1720.0,30.0,197.907,6151.146875,25.25873656,9.352941176
2020,1827.0,210.1737288,El Chato 2,2150.0,1688.0,33.0,197.907,8167.35,27.01795977,11.0
2020,1905.0,210.1737288,El Chato 2,2179.0,1827.0,29.0,210.174,8630.2,28.00970874,3.696428571
2020,2032.0,220.8050847,El Chato 2,2306.0,2082.0,22.0,217.534,7576.455609,21.91196237,0.444444444
2020,2182.0,220.8050847,El Chato 2,2338.0,2032.0,32.0,220.805,6600.525797,20.85551075,0.6
2020,2252.0,220.8050847,El Chato 2,2368.0,2182.0,30.0,220.805,6240.468884,20.93819444,1.7
2020,2182.0,222.440678,El Chato 2,2401.0,2252.0,33.0,220.805,5792.942188,21.7130898,0.9
2020,2132.0,222.440678,El Chato 2,2426.0,2182.0,25.0,222.441,5329.952734,22.53472222,0.9
2020,2082.0,222.440678,El Chato 2,2451.0,2132.0,25.0,222.441,5118.832813,23.54704301,2.485714286
2021,2332.0,225.7118644,El Chato 2,2486.0,2082.0,35.0,222.441,7568.907813,25.58198925,6.0
2021,2232.0,227.3474576,El Chato 2,2513.0,2332.0,27.0,225.712,8554.260938,26.29613095,37.9
2021,2482.0,230.6186441,El Chato 2,2538.0,2232.0,25.0,227.347,8698.2,25.76008065,12.4
2021,2432.0,235.5254237,El Chato 2,2569.0,2482.0,31.0,230.619,8458.8875,26.62152778,1.4
2021,2682.0,239.6144068,El Chato 2,2605.0,2432.0,36.0,235.525,8566.2,25.70955882,0.0
2021,2982.0,243.7033898,El Chato 2,2639.0,2682.0,34.0,239.614,7106.50498,23.88404727,0.4
2021,2982.0,245.3389831,El Chato 2,2668.0,2982.0,29.0,243.703,5499.779688,22.67204301,1.024390244
2021,3082.0,248.6101695,El Chato 2,2705.0,2982.0,37.0,245.339,4736.25542,23.3,0.857142857
2021,3082.0,248.6101695,El Chato 2,2723.0,3082.0,18.0,248.61,4705.43667,22.7,1.3
2021,3282.0,253.5169492,El Chato 2,2801.0,3082.0,78.0,248.61,5947.389941,22.8,0.3
2015,147.0,91.08,El Chato 2,100.0,108.5,69.0,81.38,8291.982143,26.35,26.775
2015,172.0,95.55,El Chato 2,116.0,147.0,16.0,91.08,8111.767857,25.44,23.885
2015,198.0,98.72,El Chato 2,128.0,172.0,12.0,95.55,8111.767857,25.44,23.885
2015,209.0,102.34,El Chato 2,144.0,198.0,16.0,98.72,7513.200893,25.38,4.165
2015,216.0,102.45,El Chato 2,156.0,209.0,12.0,102.34,7513.200893,25.38,4.165
2015,246.0,102.74,El Chato 2,183.0,216.0,27.0,102.45,6966.941964,24.39,2.125
2015,251.9,104.76,El Chato 2,211.0,246.0,28.0,102.74,6681.571429,22.64,0.85
2015,258.4,110.0,El Chato 2,233.0,251.9,22.0,104.76,5799.017857,22.73,2.465
2015,266.5,110.0,El Chato 2,247.0,258.4,14.0,110.0,5799.017857,22.73,2.465
2015,269.4,110.3,El Chato 2,262.0,266.5,15.0,110.0,5321.997768,23.53,2.295
2015,257.4,110.3,El Chato 2,275.0,269.4,13.0,110.3,5321.997768,23.53,2.295
2015,261.3,110.4,El Chato 2,297.0,257.4,22.0,110.3,5139.256696,24.2,29.75
2015,302.1,110.5,El Chato 2,309.0,261.3,12.0,110.4,5139.256696,24.2,29.75
2016,353.0,126.0,El Chato 2,360.0,302.1,51.0,110.5,6440.684152,25.4762,9.86
2016,392.0,130.0,El Chato 2,387.0,353.0,27.0,126.0,7621.75,27.0524,15.81
2016,483.4,137.0,El Chato 2,435.0,392.0,48.0,130.0,7862.517857,27.8532,0.51
2016,476.4,139.0,El Chato 2,477.0,483.4,42.0,137.0,8555.354911,26.1862,0.255
2016,470.1,139.0,El Chato 2,491.0,476.4,14.0,139.0,8555.354911,26.1862,0.255
2016,501.2,139.0,El Chato 2,525.0,470.1,34.0,139.0,8287.866071,23.8626,0.765
2016,445.9,140.0,El Chato 2,542.0,501.2,17.0,139.0,7992.175223,22.3052,0.68
2016,462.4,141.0,El Chato 2,561.0,445.9,19.0,140.0,7311.632254,22.3052,1.615
2016,505.7,142.0,El Chato 2,581.0,462.4,20.0,141.0,7311.632254,22.3052,1.615
2016,520.3,142.0,El Chato 2,604.0,505.7,23.0,142.0,6651.130266,21.9228,0.85
2016,541.3,142.0,El Chato 2,617.0,520.3,13.0,142.0,6651.130266,21.9228,0.85
2016,523.4,142.0,El Chato 2,630.0,541.3,13.0,142.0,6492.170619,21.9438,0.425
2016,488.7,143.0,El Chato 2,644.0,523.4,14.0,142.0,6492.170619,21.9438,0.425
2016,473.7,143.0,El Chato 2,659.0,488.7,15.0,143.0,6794.94873,21.54,0.731
2016,531.7,143.0,El Chato 2,672.0,473.7,13.0,143.0,6794.94873,21.54,0.731
2016,526.7,145.0,El Chato 2,700.0,531.7,28.0,143.0,7755.049386,21.9728,1.547
2017,575.1,146.0,El Chato 2,723.0,526.7,23.0,145.0,5342.927316,25.2,3.742635
2017,642.7,149.0,El Chato 2,742.0,575.1,19.0,146.0,5342.927316,25.2,3.742635
2017,600.0,152.0,El Chato 2,763.0,642.7,21.0,149.0,6653.929967,24.95,7.797475
2017,735.3,154.0,El Chato 2,778.0,600.0,15.0,152.0,8209.857143,26.6852,13.8312
2017,744.5,159.0,El Chato 2,792.0,735.3,14.0,154.0,8209.857143,26.6852,13.8312
2017,778.6,162.0,El Chato 2,813.0,744.5,21.0,159.0,7689.276786,26.6832,3.907535
2017,932.0,168.0,El Chato 2,847.0,778.6,34.0,162.0,6755.6875,25.6598,2.6435
2017,952.9,169.0,El Chato 2,862.0,932.0,15.0,168.0,6755.6875,25.6598,2.6435
2017,975.2,172.0,El Chato 2,889.0,952.9,27.0,169.0,5921.4375,24.08,1.4705
2017,933.0,173.0,El Chato 2,927.0,975.2,38.0,172.0,5048.429583,21.384,3.227195
2017,809.6,175.0,El Chato 2,966.0,933.0,39.0,173.0,5397.760917,21.0506,1.666
2017,951.4,175.0,El Chato 2,980.0,809.6,14.0,175.0,5397.760917,21.0506,1.666
2017,909.0,176.0,El Chato 2,1023.0,951.4,43.0,175.0,6560.829799,21.8854,2.0145
2017,1005.0,176.0,El Chato 2,1039.0,909.0,16.0,176.0,6560.829799,21.8854,2.0145
2018,901.0,177.0,El Chato 2,1087.0,924.0,12.0,177.0,5950.932478,25.82638889,1.090909091
2018,930.0,178.0,El Chato 2,1107.0,901.0,20.0,177.0,5950.932478,25.82638889,1.090909091
2015,140.0,88.03,El Chato 2,73.0,103.3,56.0,80.83,8291.982143,26.35,26.775
2015,134.0,89.06,El Chato 2,86.0,140.0,13.0,88.03,8291.982143,26.35,26.775
2015,157.0,91.38,El Chato 2,102.0,134.0,16.0,89.06,8111.767857,25.44,23.885
2015,156.0,92.99,El Chato 2,114.0,157.0,12.0,91.38,8111.767857,25.44,23.885
2015,161.0,94.66,El Chato 2,130.0,156.0,16.0,92.99,7513.200893,25.38,4.165
2015,156.0,95.0,El Chato 2,142.0,161.0,12.0,94.66,7513.200893,25.38,4.165
2015,132.1,87.7,El Chato 2,49.0,98.4,48.0,76.58,8291.982143,26.35,26.775
2015,140.1,89.52,El Chato 2,62.0,132.1,13.0,87.7,8291.982143,26.35,26.775
2015,136.1,91.12,El Chato 2,78.0,140.1,16.0,89.52,8111.767857,25.44,23.885
2015,149.1,92.85,El Chato 2,89.0,136.1,11.0,91.12,8111.767857,25.44,23.885
2015,169.1,95.0,El Chato 2,106.0,149.1,17.0,92.85,7513.200893,25.38,4.165
2015,171.1,95.0,El Chato 2,118.0,169.1,12.0,95.0,7513.200893,25.38,4.165
2015,172.1,95.92,El Chato 2,145.0,171.1,27.0,95.0,6966.941964,24.39,2.125
2015,176.2,96.01,El Chato 2,172.0,172.1,27.0,95.92,6681.571429,22.64,0.85
2015,180.9,98.0,El Chato 2,195.0,176.2,23.0,96.01,5799.017857,22.73,2.465
2015,185.1,98.0,El Chato 2,209.0,180.9,14.0,98.0,5799.017857,22.73,2.465
2015,198.5,98.0,El Chato 2,224.0,185.1,15.0,98.0,5321.997768,23.53,2.295
2015,190.1,99.0,El Chato 2,237.0,198.5,13.0,98.0,5321.997768,23.53,2.295
2015,172.7,99.0,El Chato 2,259.0,190.1,22.0,99.0,5139.256696,24.2,29.75
2015,209.4,101.0,El Chato 2,271.0,172.7,12.0,99.0,5139.256696,24.2,29.75
2016,254.6,109.0,El Chato 2,322.0,209.4,51.0,101.0,6440.684152,25.4762,9.86
2016,256.4,110.0,El Chato 2,349.0,254.6,27.0,109.0,7621.75,27.0524,15.81
2016,282.6,111.0,El Chato 2,397.0,256.4,48.0,110.0,7862.517857,27.8532,0.51
